  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000
  3.8964536e-006  0.0000000e+000
  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000
  2.1148790e-003  0.0000000e+000
  2.4500000e+000  2.0000000e+000
  5.3050000e+001  4.8500000e+001
  1.6415000e+002  1.4900000e+002
  1.0341621e+001  1.0803755e+001
  1.2499610e+001  1.2164106e+001
  1.4973356e+001  1.4836439e+001
  1.4055468e-001  1.8452017e-002
  4.6679504e-003  0.0000000e+000
  2.8644172e-002  0.0000000e+000
  3.5902311e+000  3.5187424e+000
  1.3876787e+001  1.4245439e+001
  2.9795874e+001  2.5820674e+001
  6.9531527e+001  7.0556853e+001
  1.4002072e+002  1.3457385e+002
  3.0646389e+002  3.0047357e+002
