GCO_2_20.txt     0.1 MaxFEs      0.2 MaxFEs      0.3 MaxFEs      0.4 MaxFEs      0.5 MaxFEs      0.6 MaxFEs      0.7 MaxFEs      0.8 MaxFEs      0.9 MaxFEs      1.0 MaxFEs  
 Run  1         7.2610e+003 	5.1403e+003 	1.9430e+003 	1.2621e+003 	8.3207e+002 	4.1939e+002 	2.1684e+002 	8.5625e+001 	5.1584e+001 	3.5974e+001 	
 Run  2         1.0328e+004 	4.7339e+003 	2.6238e+003 	6.4407e+002 	6.4407e+002 	3.5557e+002 	1.7451e+002 	1.0122e+002 	6.2733e+001 	3.9898e+001 	
 Run  3         1.1839e+004 	5.1591e+003 	1.9136e+003 	1.4250e+003 	8.4216e+002 	3.3274e+002 	2.1235e+002 	1.0805e+002 	6.9448e+001 	5.0853e+001 	
 Run  4         1.0177e+004 	3.9627e+003 	2.1676e+003 	7.7998e+002 	7.7998e+002 	4.1966e+002 	2.9376e+002 	1.4012e+002 	7.2017e+001 	5.3672e+001 	
 Run  5         9.6956e+003 	4.9465e+003 	3.7707e+003 	1.5509e+003 	6.9225e+002 	4.0696e+002 	2.0289e+002 	1.1409e+002 	8.0472e+001 	5.7172e+001 	
 Run  6         1.3582e+004 	6.5736e+003 	2.9285e+003 	1.2938e+003 	8.4000e+002 	4.9744e+002 	1.4959e+002 	1.4428e+002 	8.1039e+001 	5.9049e+001 	
 Run  7         8.8514e+003 	4.7221e+003 	2.3188e+003 	1.0033e+003 	7.6599e+002 	3.1153e+002 	1.9237e+002 	7.8045e+001 	7.8045e+001 	6.0980e+001 	
 Run  8         1.1677e+004 	3.6947e+003 	2.0516e+003 	1.4572e+003 	5.7184e+002 	4.4674e+002 	2.5410e+002 	1.1845e+002 	7.7574e+001 	6.2190e+001 	
 Run  9         1.2683e+004 	3.4874e+003 	2.4667e+003 	1.2297e+003 	9.0623e+002 	3.7577e+002 	2.7849e+002 	1.6758e+002 	6.5572e+001 	6.5572e+001 	
 Run 10         1.3249e+004 	4.3104e+003 	2.2692e+003 	1.1393e+003 	7.2230e+002 	2.8398e+002 	2.4907e+002 	1.2579e+002 	8.7394e+001 	6.8809e+001 	
 Run 11         7.9491e+003 	4.8301e+003 	2.7714e+003 	1.5467e+003 	5.4308e+002 	5.0733e+002 	2.3267e+002 	1.8237e+002 	1.0536e+002 	6.8882e+001 	
 Run 12         1.5014e+004 	3.7752e+003 	2.5049e+003 	1.6557e+003 	8.2952e+002 	4.0272e+002 	2.6059e+002 	1.6797e+002 	8.7302e+001 	7.1356e+001 	
 Run 13         9.4911e+003 	3.7281e+003 	2.6262e+003 	7.7491e+002 	7.7491e+002 	6.2444e+002 	2.6963e+002 	1.5767e+002 	1.0942e+002 	9.1364e+001 	
 Run 14         1.2908e+004 	5.6016e+003 	2.9645e+003 	1.9828e+003 	1.2251e+003 	6.3303e+002 	4.0947e+002 	2.1868e+002 	1.1605e+002 	9.7174e+001 	
 Run 15         1.0290e+004 	5.2745e+003 	1.9915e+003 	1.9419e+003 	1.0209e+003 	6.3912e+002 	3.4855e+002 	2.1099e+002 	1.4811e+002 	1.2752e+002 	
 Run 16         1.3676e+004 	7.0172e+003 	2.9851e+003 	1.5396e+003 	1.2827e+003 	7.8148e+002 	3.6852e+002 	2.3731e+002 	1.7661e+002 	1.3492e+002 	
 Run 17         1.0694e+004 	5.2846e+003 	2.3080e+003 	1.6806e+003 	1.1140e+003 	6.8458e+002 	4.5946e+002 	2.4990e+002 	1.6335e+002 	1.4086e+002 	
 Run 18         1.2990e+004 	3.6969e+003 	2.5226e+003 	1.2167e+003 	1.0032e+003 	5.6645e+002 	3.3701e+002 	1.7765e+002 	1.7765e+002 	1.5249e+002 	
 Run 19         1.1789e+004 	5.5222e+003 	3.4049e+003 	1.9715e+003 	7.2698e+002 	7.2698e+002 	4.6842e+002 	2.9174e+002 	2.0905e+002 	1.6618e+002 	
 Run 20         1.5939e+004 	7.2539e+003 	5.0365e+003 	2.6350e+003 	1.1591e+003 	8.4456e+002 	4.6376e+002 	3.0593e+002 	1.7861e+002 	1.7861e+002 	
