GCO_3_20.txt     0.1 MaxFEs      0.2 MaxFEs      0.3 MaxFEs      0.4 MaxFEs      0.5 MaxFEs      0.6 MaxFEs      0.7 MaxFEs      0.8 MaxFEs      0.9 MaxFEs      1.0 MaxFEs  
 Run  1         9.1313e+003 	6.5280e+003 	2.9006e+003 	1.9185e+003 	1.3464e+003 	7.8415e+002 	4.2709e+002 	1.9124e+002 	1.3678e+002 	7.7910e+001 	
 Run  2         1.1987e+004 	5.7010e+003 	3.2850e+003 	2.4371e+003 	1.3793e+003 	5.4451e+002 	4.1101e+002 	2.1307e+002 	9.5991e+001 	9.2321e+001 	
 Run  3         9.7592e+003 	4.2986e+003 	3.4108e+003 	1.8544e+003 	1.3731e+003 	9.0661e+002 	5.4892e+002 	2.1608e+002 	1.7391e+002 	9.4554e+001 	
 Run  4         1.1980e+004 	5.2023e+003 	3.1604e+003 	2.5731e+003 	8.1031e+002 	5.1443e+002 	3.3066e+002 	2.5401e+002 	1.2090e+002 	1.0126e+002 	
 Run  5         9.1187e+003 	3.7358e+003 	3.5200e+003 	1.8633e+003 	1.2987e+003 	6.7392e+002 	4.4729e+002 	2.2173e+002 	1.5159e+002 	1.1056e+002 	
 Run  6         9.7893e+003 	4.4272e+003 	3.5144e+003 	2.2857e+003 	1.1534e+003 	6.9700e+002 	3.6701e+002 	2.0760e+002 	1.5315e+002 	1.1262e+002 	
 Run  7         1.3161e+004 	4.7278e+003 	4.2423e+003 	1.7932e+003 	1.5255e+003 	9.4028e+002 	3.0295e+002 	2.4012e+002 	1.6564e+002 	1.2208e+002 	
 Run  8         1.2324e+004 	6.1189e+003 	4.1295e+003 	2.1362e+003 	1.0017e+003 	6.5574e+002 	4.9111e+002 	2.9318e+002 	1.4095e+002 	1.2321e+002 	
 Run  9         1.6186e+004 	1.0048e+004 	3.8354e+003 	3.1668e+003 	1.4316e+003 	1.0141e+003 	4.4786e+002 	3.1305e+002 	1.7121e+002 	1.2702e+002 	
 Run 10         1.0772e+004 	6.6713e+003 	4.1557e+003 	2.3799e+003 	1.3635e+003 	7.7868e+002 	4.7596e+002 	2.6225e+002 	1.7755e+002 	1.2883e+002 	
 Run 11         7.4483e+003 	6.2452e+003 	4.0422e+003 	2.0212e+003 	1.5111e+003 	7.3178e+002 	5.0325e+002 	3.1037e+002 	1.6524e+002 	1.2994e+002 	
 Run 12         1.0711e+004 	5.7869e+003 	3.0143e+003 	2.0086e+003 	1.6249e+003 	6.6823e+002 	5.7861e+002 	2.9369e+002 	1.8479e+002 	1.3845e+002 	
 Run 13         7.8187e+003 	5.2943e+003 	2.1506e+003 	1.9020e+003 	1.5763e+003 	7.2978e+002 	4.9302e+002 	2.0707e+002 	1.7357e+002 	1.4367e+002 	
 Run 14         1.0991e+004 	6.1683e+003 	4.1325e+003 	1.6050e+003 	1.4772e+003 	5.6343e+002 	3.5854e+002 	3.0705e+002 	1.9783e+002 	1.5146e+002 	
 Run 15         1.2373e+004 	7.4363e+003 	4.3961e+003 	2.2785e+003 	1.5892e+003 	1.0536e+003 	7.1396e+002 	3.2098e+002 	2.4677e+002 	1.5505e+002 	
 Run 16         8.3407e+003 	3.7634e+003 	3.0049e+003 	3.0049e+003 	1.3155e+003 	1.0709e+003 	5.2883e+002 	4.2278e+002 	2.2423e+002 	1.5956e+002 	
 Run 17         1.1495e+004 	5.8522e+003 	2.0442e+003 	2.0442e+003 	9.7374e+002 	9.7374e+002 	4.3772e+002 	4.1621e+002 	2.1497e+002 	1.7335e+002 	
 Run 18         1.3242e+004 	8.0897e+003 	3.3456e+003 	1.5127e+003 	1.2018e+003 	6.9506e+002 	3.9854e+002 	3.5731e+002 	2.3587e+002 	1.7356e+002 	
 Run 19         1.4115e+004 	6.5736e+003 	3.5496e+003 	2.0481e+003 	1.9322e+003 	1.0074e+003 	7.5880e+002 	3.6448e+002 	2.9157e+002 	2.2198e+002 	
 Run 20         1.0684e+004 	8.1760e+003 	4.6336e+003 	2.7718e+003 	1.5257e+003 	1.0450e+003 	6.3594e+002 	2.8702e+002 	2.5213e+002 	2.3399e+002 	
