GCO_3_10.txt     0.1 MaxFEs      0.2 MaxFEs      0.3 MaxFEs      0.4 MaxFEs      0.5 MaxFEs      0.6 MaxFEs      0.7 MaxFEs      0.8 MaxFEs      0.9 MaxFEs      1.0 MaxFEs  
 Run  1         5.6047e+003 	1.2175e+003 	9.5894e+002 	7.5321e+002 	4.0957e+002 	3.7679e+002 	1.3016e+002 	9.7360e+001 	6.7969e+001 	1.5615e+001 	
 Run  2         4.4181e+003 	2.0324e+003 	1.0221e+003 	6.6681e+002 	3.0520e+002 	2.8144e+002 	1.6942e+002 	7.2120e+001 	4.2624e+001 	1.7027e+001 	
 Run  3         7.0743e+003 	1.7775e+003 	1.0618e+003 	3.7736e+002 	3.7736e+002 	3.1263e+002 	1.1181e+002 	1.1181e+002 	1.1181e+002 	3.1994e+001 	
 Run  4         1.5736e+003 	1.5736e+003 	1.5736e+003 	5.7804e+002 	2.4691e+002 	2.4691e+002 	1.2244e+002 	1.1813e+002 	9.0328e+001 	3.7546e+001 	
 Run  5         4.6649e+003 	1.7981e+003 	1.4544e+003 	8.9607e+002 	5.1754e+002 	2.7962e+002 	1.8952e+002 	9.0350e+001 	6.6677e+001 	3.9489e+001 	
 Run  6         5.7801e+003 	2.1594e+003 	1.1349e+003 	9.6755e+002 	2.2061e+002 	1.7727e+002 	1.4208e+002 	1.2182e+002 	5.5001e+001 	4.0812e+001 	
 Run  7         3.6114e+003 	1.8028e+003 	1.0896e+003 	5.2023e+002 	5.2023e+002 	5.2023e+002 	2.6966e+002 	1.2732e+002 	7.8101e+001 	5.3826e+001 	
 Run  8         4.6004e+003 	2.7220e+003 	5.9235e+002 	3.1020e+002 	3.1020e+002 	1.3000e+002 	1.3000e+002 	1.1752e+002 	8.3017e+001 	6.3676e+001 	
 Run  9         3.6986e+003 	1.9960e+003 	1.6560e+003 	7.6268e+002 	6.2974e+002 	6.6271e+001 	6.6271e+001 	6.6271e+001 	6.6271e+001 	6.6271e+001 	
 Run 10         4.7978e+003 	1.4244e+003 	7.7491e+002 	5.8017e+002 	5.8017e+002 	4.2660e+002 	2.7975e+002 	8.0430e+001 	8.0430e+001 	8.0430e+001 	
 Run 11         5.4636e+003 	2.5759e+003 	1.0865e+003 	5.1892e+002 	4.0937e+002 	3.8692e+002 	2.4194e+002 	1.9872e+002 	1.3316e+002 	8.4916e+001 	
 Run 12         5.8914e+003 	7.3334e+002 	7.3334e+002 	6.5238e+002 	4.9800e+002 	3.4155e+002 	3.2296e+002 	2.0660e+002 	9.3130e+001 	8.6009e+001 	
 Run 13         2.8029e+003 	2.0399e+003 	8.6210e+002 	8.6210e+002 	6.2375e+002 	3.5202e+002 	2.2732e+002 	1.6857e+002 	8.6471e+001 	8.6471e+001 	
 Run 14         3.1468e+003 	2.0447e+003 	8.6484e+002 	8.5622e+002 	3.0359e+002 	3.0359e+002 	1.5187e+002 	1.5102e+002 	1.2994e+002 	9.3308e+001 	
 Run 15         6.4786e+003 	2.8098e+003 	1.3787e+003 	1.0390e+003 	4.5182e+002 	2.9105e+002 	2.2481e+002 	1.3351e+002 	1.1214e+002 	1.0972e+002 	
 Run 16         1.7858e+003 	1.6043e+003 	1.1415e+003 	9.9807e+002 	6.2745e+002 	3.1580e+002 	2.4715e+002 	2.3607e+002 	1.1092e+002 	1.1092e+002 	
 Run 17         8.0033e+003 	1.4735e+003 	1.2562e+003 	1.0310e+003 	4.1996e+002 	4.1996e+002 	3.4719e+002 	1.8885e+002 	1.7599e+002 	1.1526e+002 	
 Run 18         7.5692e+003 	2.1520e+003 	1.3684e+003 	7.7266e+002 	4.8046e+002 	3.5285e+002 	2.8276e+002 	1.8793e+002 	1.8058e+002 	1.5510e+002 	
 Run 19         5.1054e+003 	2.3141e+003 	1.8127e+003 	1.0557e+003 	4.7260e+002 	4.7260e+002 	3.1494e+002 	3.1494e+002 	1.6747e+002 	1.6747e+002 	
 Run 20         6.2819e+003 	2.0999e+003 	1.0656e+003 	1.0656e+003 	9.5646e+002 	2.3681e+002 	2.3681e+002 	1.9339e+002 	1.9339e+002 	1.9339e+002 	
