GCO_7_10.txt     0.1 MaxFEs      0.2 MaxFEs      0.3 MaxFEs      0.4 MaxFEs      0.5 MaxFEs      0.6 MaxFEs      0.7 MaxFEs      0.8 MaxFEs      0.9 MaxFEs      1.0 MaxFEs  
 Run  1         7.3315e+003 	6.1879e+002 	6.1169e+002 	1.3147e+002 	1.2588e+002 	1.0922e+002 	6.6149e+001 	6.6149e+001 	4.4196e+001 	4.4196e+001 	
 Run  2         4.6132e+003 	6.5952e+002 	6.5952e+002 	2.9197e+002 	2.2390e+002 	1.0663e+002 	1.0091e+002 	5.6569e+001 	5.4265e+001 	5.4265e+001 	
 Run  3         5.3460e+003 	8.6215e+002 	3.7372e+002 	3.2873e+002 	2.0245e+002 	7.1415e+001 	7.1415e+001 	6.4198e+001 	5.6171e+001 	5.5149e+001 	
 Run  4         1.2519e+004 	7.6026e+002 	3.0963e+002 	3.0963e+002 	2.5762e+002 	1.1968e+002 	1.1665e+002 	6.6384e+001 	6.6384e+001 	6.1262e+001 	
 Run  5         9.2164e+003 	1.1097e+003 	3.9199e+002 	3.9199e+002 	3.9199e+002 	2.8958e+002 	1.6932e+002 	1.2710e+002 	1.0307e+002 	7.4598e+001 	
 Run  6         7.0006e+003 	2.0226e+003 	6.3521e+002 	1.5779e+002 	1.5779e+002 	1.5101e+002 	1.1146e+002 	8.8016e+001 	8.7056e+001 	7.7160e+001 	
 Run  7         6.0030e+003 	1.8548e+003 	8.5325e+002 	3.9740e+002 	1.3288e+002 	9.8184e+001 	9.8184e+001 	9.8184e+001 	9.2455e+001 	7.7202e+001 	
 Run  8         3.9961e+003 	1.0452e+003 	9.3641e+002 	3.2436e+002 	1.6434e+002 	1.6434e+002 	1.2701e+002 	1.2701e+002 	9.0197e+001 	7.9518e+001 	
 Run  9         8.6829e+003 	1.7588e+003 	5.5207e+002 	3.3216e+002 	1.7568e+002 	1.5107e+002 	1.0774e+002 	1.0497e+002 	9.1867e+001 	8.1036e+001 	
 Run 10         5.7784e+003 	1.8560e+003 	6.3200e+002 	4.7371e+002 	1.7717e+002 	1.7717e+002 	1.4356e+002 	1.3452e+002 	1.1082e+002 	8.4172e+001 	
 Run 11         1.5078e+004 	4.8079e+002 	4.8079e+002 	4.8079e+002 	2.7635e+002 	1.5985e+002 	1.5821e+002 	1.2176e+002 	1.0744e+002 	8.6354e+001 	
 Run 12         8.4135e+003 	1.7042e+003 	6.8959e+002 	4.9681e+002 	2.8372e+002 	1.9824e+002 	1.6244e+002 	1.2424e+002 	9.0694e+001 	9.0694e+001 	
 Run 13         9.1392e+003 	2.9356e+002 	2.9356e+002 	2.9356e+002 	2.9356e+002 	1.3968e+002 	9.6546e+001 	9.6546e+001 	9.2528e+001 	9.2528e+001 	
 Run 14         4.5942e+003 	2.7608e+003 	4.2804e+002 	4.2804e+002 	1.9445e+002 	1.9445e+002 	1.5579e+002 	1.0706e+002 	1.0166e+002 	9.7722e+001 	
 Run 15         1.0039e+004 	4.3097e+003 	7.9286e+002 	4.1444e+002 	2.4658e+002 	2.4658e+002 	1.4832e+002 	1.4832e+002 	1.2044e+002 	1.0286e+002 	
 Run 16         9.6262e+003 	8.9337e+002 	1.7880e+002 	1.7880e+002 	1.7880e+002 	1.6805e+002 	1.6024e+002 	1.2942e+002 	1.1369e+002 	1.1015e+002 	
 Run 17         9.5236e+003 	1.1579e+003 	1.1579e+003 	5.8190e+002 	3.0240e+002 	2.1642e+002 	1.7729e+002 	1.2821e+002 	1.2821e+002 	1.1052e+002 	
 Run 18         3.2799e+003 	2.4162e+003 	1.4206e+003 	4.2281e+002 	3.5922e+002 	1.9983e+002 	1.6615e+002 	1.1406e+002 	1.1406e+002 	1.1406e+002 	
 Run 19         4.9337e+003 	2.8423e+003 	1.0604e+003 	4.8270e+002 	2.3355e+002 	1.7729e+002 	1.7729e+002 	1.7653e+002 	1.2564e+002 	1.2292e+002 	
 Run 20         2.8755e+003 	1.9517e+003 	7.5666e+002 	4.9436e+002 	1.7973e+002 	1.7973e+002 	1.7973e+002 	1.7870e+002 	1.5206e+002 	1.5206e+002 	
