GCO_1_30.txt     0.1 MaxFEs      0.2 MaxFEs      0.3 MaxFEs      0.4 MaxFEs      0.5 MaxFEs      0.6 MaxFEs      0.7 MaxFEs      0.8 MaxFEs      0.9 MaxFEs      1.0 MaxFEs  
 Run  1         1.4345e+003 	5.5551e+002 	4.4649e+002 	2.3285e+002 	1.1102e+002 	5.6792e+001 	3.0185e+001 	1.1135e+001 	4.7226e+000 	3.4771e+000 	
 Run  2         1.7531e+003 	6.0644e+002 	4.3502e+002 	2.5801e+002 	1.2149e+002 	7.1720e+001 	3.4547e+001 	1.0895e+001 	6.5582e+000 	4.0902e+000 	
 Run  3         1.4946e+003 	1.0159e+003 	5.0555e+002 	1.9245e+002 	1.2537e+002 	5.2968e+001 	2.5206e+001 	1.2010e+001 	5.3565e+000 	4.3662e+000 	
 Run  4         1.1921e+003 	6.5420e+002 	3.8450e+002 	2.0231e+002 	8.9840e+001 	4.7238e+001 	3.1860e+001 	9.8798e+000 	6.0741e+000 	4.4562e+000 	
 Run  5         1.4703e+003 	7.2879e+002 	3.6711e+002 	1.3985e+002 	1.3386e+002 	9.2257e+001 	2.9616e+001 	1.7179e+001 	5.9358e+000 	4.7172e+000 	
 Run  6         1.4391e+003 	7.5547e+002 	4.7230e+002 	2.5058e+002 	1.6940e+002 	7.4284e+001 	3.2527e+001 	1.5136e+001 	8.9370e+000 	5.0541e+000 	
 Run  7         1.2449e+003 	8.0261e+002 	3.4737e+002 	1.9735e+002 	1.3556e+002 	5.9493e+001 	2.3684e+001 	1.6029e+001 	8.3648e+000 	5.2484e+000 	
 Run  8         1.9055e+003 	9.6569e+002 	5.1368e+002 	2.9049e+002 	1.3858e+002 	6.8055e+001 	2.7910e+001 	1.4698e+001 	8.4935e+000 	6.0274e+000 	
 Run  9         1.8450e+003 	8.6904e+002 	4.7855e+002 	2.3644e+002 	1.1549e+002 	4.9913e+001 	2.7426e+001 	1.9415e+001 	9.5831e+000 	6.8417e+000 	
 Run 10         1.7475e+003 	9.6901e+002 	5.1924e+002 	3.1443e+002 	1.7757e+002 	8.2236e+001 	3.6030e+001 	1.2734e+001 	1.1731e+001 	7.0595e+000 	
 Run 11         1.8178e+003 	9.8427e+002 	5.9276e+002 	3.3901e+002 	1.6894e+002 	6.8604e+001 	3.9884e+001 	1.8097e+001 	9.0947e+000 	7.2885e+000 	
 Run 12         1.6111e+003 	1.1030e+003 	5.0133e+002 	2.0900e+002 	1.6370e+002 	8.9557e+001 	3.4819e+001 	2.3771e+001 	1.1878e+001 	8.4306e+000 	
 Run 13         1.5758e+003 	7.0364e+002 	4.5520e+002 	2.3464e+002 	9.6904e+001 	6.2239e+001 	2.4521e+001 	1.8515e+001 	1.2216e+001 	9.6869e+000 	
 Run 14         9.4492e+002 	7.3113e+002 	3.3399e+002 	2.4328e+002 	7.9243e+001 	7.9243e+001 	3.9752e+001 	1.7122e+001 	1.3099e+001 	9.7686e+000 	
 Run 15         1.7067e+003 	1.0938e+003 	4.4738e+002 	3.8667e+002 	1.8360e+002 	9.1502e+001 	3.0137e+001 	1.6262e+001 	1.2646e+001 	1.0021e+001 	
 Run 16         1.8143e+003 	9.6129e+002 	6.3094e+002 	3.8131e+002 	1.8864e+002 	9.6538e+001 	4.8714e+001 	2.7870e+001 	1.2166e+001 	1.0068e+001 	
 Run 17         1.9549e+003 	9.9908e+002 	6.2974e+002 	4.3868e+002 	2.0382e+002 	1.0047e+002 	4.1099e+001 	2.3536e+001 	1.3251e+001 	1.0681e+001 	
 Run 18         1.9834e+003 	8.7107e+002 	6.0114e+002 	3.0671e+002 	1.3646e+002 	7.1849e+001 	4.3336e+001 	1.8248e+001 	1.4345e+001 	1.1421e+001 	
 Run 19         1.9313e+003 	9.3468e+002 	5.4277e+002 	3.1033e+002 	1.8476e+002 	1.0306e+002 	4.6581e+001 	2.8998e+001 	1.6420e+001 	1.3201e+001 	
 Run 20         1.7186e+003 	1.2125e+003 	7.5550e+002 	3.7558e+002 	2.0126e+002 	1.1422e+002 	6.5200e+001 	2.7402e+001 	1.5417e+001 	1.3572e+001 	
