GCO_5_30.txt     0.1 MaxFEs      0.2 MaxFEs      0.3 MaxFEs      0.4 MaxFEs      0.5 MaxFEs      0.6 MaxFEs      0.7 MaxFEs      0.8 MaxFEs      0.9 MaxFEs      1.0 MaxFEs  
 Run  1         1.8748e+001 	1.6340e+001 	1.4189e+001 	1.1271e+001 	1.0508e+001 	8.2361e+000 	5.8356e+000 	3.9397e+000 	3.7403e+000 	2.9418e+000 	
 Run  2         1.9528e+001 	1.7242e+001 	1.4847e+001 	1.1837e+001 	9.9584e+000 	8.7654e+000 	6.9422e+000 	5.0689e+000 	4.0064e+000 	3.3780e+000 	
 Run  3         1.9121e+001 	1.6486e+001 	1.4131e+001 	1.2896e+001 	1.0761e+001 	8.8727e+000 	6.6715e+000 	5.2290e+000 	4.1833e+000 	3.4047e+000 	
 Run  4         1.9331e+001 	1.7274e+001 	1.4802e+001 	1.2532e+001 	1.0622e+001 	8.9280e+000 	6.4350e+000 	4.8277e+000 	3.7968e+000 	3.4582e+000 	
 Run  5         1.8934e+001 	1.7534e+001 	1.4874e+001 	1.3352e+001 	1.1341e+001 	8.8697e+000 	6.8266e+000 	5.1697e+000 	4.3488e+000 	3.6092e+000 	
 Run  6         1.8842e+001 	1.7669e+001 	1.5193e+001 	1.3173e+001 	1.1053e+001 	9.3363e+000 	7.4142e+000 	5.2781e+000 	4.0271e+000 	3.6543e+000 	
 Run  7         1.8736e+001 	1.6902e+001 	1.5897e+001 	1.3521e+001 	1.1049e+001 	9.1052e+000 	7.0006e+000 	5.3246e+000 	4.4865e+000 	3.8490e+000 	
 Run  8         1.9025e+001 	1.6517e+001 	1.5439e+001 	1.3558e+001 	1.1174e+001 	8.9975e+000 	6.9823e+000 	5.4497e+000 	4.3306e+000 	3.9237e+000 	
 Run  9         1.9107e+001 	1.6762e+001 	1.5041e+001 	1.2641e+001 	1.1309e+001 	9.0330e+000 	6.6030e+000 	5.4865e+000 	4.7687e+000 	3.9670e+000 	
 Run 10         1.9237e+001 	1.6271e+001 	1.4334e+001 	1.2129e+001 	9.9675e+000 	9.0991e+000 	6.7588e+000 	5.6620e+000 	4.7337e+000 	3.9893e+000 	
 Run 11         1.8766e+001 	1.6308e+001 	1.5579e+001 	1.3832e+001 	1.0711e+001 	8.6249e+000 	7.1597e+000 	5.3510e+000 	4.6836e+000 	4.0533e+000 	
 Run 12         1.9453e+001 	1.6897e+001 	1.5318e+001 	1.2617e+001 	1.1167e+001 	8.8881e+000 	7.1850e+000 	5.7377e+000 	4.5999e+000 	4.2232e+000 	
 Run 13         1.9343e+001 	1.6880e+001 	1.4254e+001 	1.3108e+001 	1.0286e+001 	9.0720e+000 	7.4803e+000 	5.7617e+000 	4.7960e+000 	4.3004e+000 	
 Run 14         1.9182e+001 	1.5685e+001 	1.5165e+001 	1.2288e+001 	1.1445e+001 	9.0016e+000 	7.3517e+000 	6.0197e+000 	4.8667e+000 	4.3562e+000 	
 Run 15         1.9105e+001 	1.6388e+001 	1.5261e+001 	1.3879e+001 	1.1587e+001 	9.1814e+000 	7.4341e+000 	6.1390e+000 	4.7651e+000 	4.4323e+000 	
 Run 16         1.9403e+001 	1.7115e+001 	1.5797e+001 	1.3450e+001 	1.1157e+001 	9.3309e+000 	7.5965e+000 	6.1700e+000 	5.0634e+000 	4.4762e+000 	
 Run 17         1.8962e+001 	1.6585e+001 	1.4877e+001 	1.3306e+001 	1.1610e+001 	9.1839e+000 	7.4578e+000 	6.3054e+000 	5.0178e+000 	4.5626e+000 	
 Run 18         1.9053e+001 	1.7192e+001 	1.5609e+001 	1.3956e+001 	1.2362e+001 	1.0241e+001 	7.8906e+000 	6.4993e+000 	5.4147e+000 	4.6374e+000 	
 Run 19         1.9327e+001 	1.7039e+001 	1.5527e+001 	1.3505e+001 	1.1475e+001 	9.3129e+000 	7.7720e+000 	6.2310e+000 	4.9894e+000 	4.7498e+000 	
 Run 20         1.9029e+001 	1.7481e+001 	1.5269e+001 	1.4154e+001 	1.2775e+001 	1.0326e+001 	8.2272e+000 	6.4391e+000 	5.4549e+000 	4.8614e+000 	
